Data
"XXS,52,40172.72"
"M,58,27162.56"
"XXXL,68,41162.56"
"S,57,28165.1"
"XXXL,65,36165.1"
"M,54,25152.4"
"M,58,38172.72"
"L,63,29162.56"
"XXXL,77,34167.64"
"XL,65,29170.18"
"L,62,41172.72"
"M,58,43162.56"
"XXXL,77,31172.72"
"XL,65,40177.8"
"M,68,28175.26"
"XL,64,32175.26"
"S,52,34167.64"
"M,58,40170.18"
"M,61,32172.72"
"M,63,38172.72"
"XL,68,28167.64"
"M,56,34160.02"
"XXS,52,24180.34"
"S,61,32175.26"
"M,72,20165.1"
"S,53,38160.02"
"XL,72,32162.56"
"M,63,30172.72"
"L,56,45165.1"
"XL,65,25152.4"
"S,54,43160.02"
"XXS,52,28160.02"
"XXXL,81,36162.56"
"XXXL,84,31165.1"
"M,61,46177.8"
"XXS,45,30162.56"
"XL,61,45162.56"
"M,54,36157.48"
"M,57,44157.48"
"M,56,48165.1"
"S,58,43170.18"
"S,52,28162.56"
"S,56,30165.1"
"S,52,29154.94"
"S,52,35160.02"
"M,58,32175.26"
"M,58,29152.4"
"XXXL,79,30162.56"
"XXXL,70,44170.18"
"S,56,41162.56"
"M,55,34154.94"
"M,63,27170.18"
"M,58,27157.48"
"S,55,29162.56"
"XXXL,72,35165.1"
"XL,70,31167.64"
"S,52,40157.48"
"L,58,32160.02"
"M,58,29160.02"
"XXS,54,31162.56"
"S,55,26162.56"
"XL,68,31167.64"
"L,53,21157.48"
"S,53,30160.02"
"L,58,53170.18"
"M,61,26160.02"
"L,63,34170.18"
"XXXL,72,45170.18"
"L,62,54167.64"
"XXXL,65,37172.72"
"M,54,35157.48"
"XXS,54,28157.48"
"M,61,29165.1"
"L,61,27162.56"
"L,70,36172.72"
"L,65,25142.24"
"XXXL,81,25172.72"
"L,65,39167.64"
"L,65,24167.64"
"XXS,53,49162.56"
"XXS,46,59157.48"
"XXS,54,32170.18"
"M,56,43172.72"
"XXXL,68,30152.4"
"M,68,30165.1"
"L,61,34162.56"
"XL,61,23172.72"
"L,61,39170.18"
"S,61,25165.1"
"XXXL,72,33172.72"
"M,54,39157.48"
"M,68,33182.88"
"M,64,172.72"
"S,54,27165.1"
"L,63,35167.64"
"XL,68,29160.02"
"M,58,47154.94"
"M,58,34165.1"
"S,61,35170.18"
"XL,70,42160.02"
"S,58,25175.26"
"XXXL,77,39175.26"
"XXXL,73,38177.8"
"XL,65,33167.64"
"S,58,34162.56"
"L,58,28152.4"
"L,65,24170.18"
"XL,65,50162.56"
"XXXL,97,43162.56"
"S,55,28157.48"
"M,54,48162.56"
"L,65,29172.72"
"M,56,62162.56"
"S,50,29152.4"
"L,63,49170.18"
"M,63,35177.8"
"XXXL,68,40175.26"
"M,53,58172.72"
"M,53,32154.94"
"L,68,29172.72"
"L,65,40170.18"
"M,56,36167.64"
"S,53,33154.94"
"M,58,28157.48"
"L,65,38180.34"
"S,55,35167.64"
"XXS,52,35167.64"
"XXXL,74,42167.64"
"S,54,31165.1"
"XL,62,38172.72"
"XXS,52,30167.64"
"XXXL,79,51167.64"
"XXXL,75,38182.88"
"M,65,34170.18"
"XXXL,65,36157.48"
"XL,58,39167.64"
"XL,68,34167.64"
"L,70,28177.8"
"XXXL,70,37167.64"
"XXS,45,25157.48"
"XL,65,25167.64"
"XXXL,86,53160.02"
"M,50,43152.4"
"L,58,49157.48"
"S,53,29167.64"
"S,43,44157.48"
"M,58,32162.56"
"S,54,27172.72"
"XXXL,72,30157.48"
"M,52,28154.94"
"M,61,29162.56"
"XXXL,68,34170.18"
"L,58,42170.18"
"XXS,48,30160.02"
"L,56,31152.4"
"M,54,27165.1"
"M,61,25162.56"
"XXXL,70,33160.02"
"L,62,33167.64"
"S,56,32165.1"
"S,56,34162.56"
"XXS,47,28160.02"
"XL,68,37167.64"
"S,58,37162.56"
"L,61,41160.02"
"XXS,56,29167.64"
"M,56,33165.1"
"XXXL,81,38187.96"
"XL,56,25165.1"
"M,61,29165.1"
"L,65,37172.72"
"XXXL,72,29172.72"
"L,63,34175.26"
"XXXL,68,38160.02"
"XXS,46,31157.48"
"M,58,40162.56"
"M,64,27165.1"
"L,65,19167.64"
"S,49,31162.56"
"S,55,43170.18"
"XL,70,31167.64"
"XL,72,27167.64"
"M,56,30160.02"
"M,58,26162.56"
"XL,62,31167.64"
"XL,68,30167.64"
"XL,63,28172.72"
"L,58,27160.02"
"XL,63,38160.02"
"M,56,26162.56"
"S,58,30165.1"
"M,63,24170.18"
"S,52,50162.56"
"XL,65,31167.64"
"XXXL,70,32172.72"
"M,58,31172.72"
"XL,67,29172.72"
"M,58,36162.56"
"S,52,24160.02"
"L,54,24152.4"
"S,52,28162.56"
"S,58,35170.18"
"XXXL,70,37170.18"
"XXS,49,25165.1"
"M,62,30167.64"
"XL,74,31162.56"
"S,56,52157.48"
"L,69,37167.64"
"XXXL,74,37170.18"
"XXXL,58,35160.02"
"S,55,24175.26"
"S,62,42162.56"
"M,65,30167.64"
"XXXL,65,30165.1"
"M,57,20170.18"
"S,56,48165.1"
"M,58,31170.18"
"M,61,32170.18"
"L,61,36175.26"
"S,52,42162.56"
"M,58,33165.1"
"XXXL,74,36175.26"
"S,56,25167.64"
"L,63,51162.56"
"M,52,26157.48"
"XL,63,27165.1"
"L,65,29167.64"
"M,61,34165.1"
"M,52,55157.48"
"XL,78,37175.26"
"S,52,27162.56"
"XL,68,33160.02"
"M,56,47160.02"
"L,65,29172.72"
"XL,64,17162.56"
"XXXL,77,48167.64"
"S,56,32162.56"
"XXS,50,31162.56"
"L,63,39157.48"
"XL,65,28172.72"
"XXS,56,43170.18"
"S,49,44154.94"
"XL,63,35170.18"
"M,57,35162.56"
"M,56,20167.64"
"M,56,26167.64"
"M,54,28167.64"
"M,64,27165.1"
"XXXL,90,39167.64"
"XL,68,37165.1"
"S,56,38167.64"
"L,54,46162.56"
"S,56,28160.02"
"L,63,27172.72"
"M,61,45172.72"
"XXS,47,26157.48"
"S,49,26162.56"
"XXXL,61,29165.1"
"XL,68,28"
"L,58,29165.1"
"XXS,48,34165.1"
"S,56,29170.18"
"XXXL,104,34162.56"
"M,58,32165.1"
"M,54,28170.18"
"M,54,47165.1"
"M,62,33170.18"
"XXXL,65,28165.1"
"M,54,49154.94"
"M,55,33162.56"
"XL,63,25162.56"
"M,58,28167.64"
"S,48,26154.94"
"S,52,29157.48"
"XXXL,61,34170.18"
"S,54,27165.1"
"S,54,35157.48"
"L,63,37165.1"
"M,56,45160.02"
"M,61,32154.94"
"XL,68,38172.72"
"L,63,50177.8"
"XXXL,71,23162.56"
"XXXL,72,43170.18"
"XL,63,39175.26"
"XXXL,79,31165.1"
"XL,58,41162.56"
"L,55,29172.72"
"XXXL,86,29175.26"
"XXXL,72,36172.72"
"S,54,34167.64"
"S,55,28167.64"
"S,52,31162.56"
"XL,65,38165.1"
"XXXL,72,39160.02"
"L,70,33170.18"
"M,58,32160.02"
"XXXL,65,32167.64"
"XXS,49,41154.94"
"XXXL,49,40154.94"
"L,65,29162.56"
"S,48,34160.02"
"XXXL,88,28172.72"
"S,54,22162.56"
"M,60,26157.48"
"M,53,40162.56"
"S,53,30167.64"
"S,53,30170.18"
"XL,56,50160.02"
"M,61,26162.56"
"XXXL,83,29154.94"
"S,52,40157.48"
"XXXL,70,39160.02"
"S,49,37167.64"
"M,54,44165.1"
"L,61,25165.1"
"L,56,40160.02"
"M,63,34160.02"
"XXXL,95,28167.64"
"M,65,29160.02"
"S,56,35167.64"
"S,58,30172.72"
"S,53,38157.48"
"M,61,20165.1"
"S,47,36160.02"
"M,61,41167.64"
"XL,63,38165.1"
"L,70,37172.72"
"XXXL,69,25160.02"
"S,55,23172.72"
"XXS,52,33165.1"
"XL,65,35160.02"
"XXXL,72,36165.1"
"XXXL,63,55167.64"
"XXXL,68,36172.72"
"XL,54,33175.26"
"L,68,26162.56"
"XL,56,32157.48"
"L,61,31157.48"
"XXS,51,25162.56"
"XXS,51,35160.02"
"L,61,26157.48"
"M,56,50157.48"
"XXXL,72,46157.48"
"L,70,28162.56"
"XL,63,37160.02"
"S,53,35160.02"
"XXXL,92,23182.88"
"XXXL,74,33162.56"
"XXXL,78,38172.72"
"L,63,31172.72"
"M,54,23154.94"
"S,53,39162.56"
"M,54,35157.48"
"S,49,43172.72"
"M,55,29157.48"
"M,58,49167.64"
"XXXL,72,29170.18"
"L,63,46170.18"
"S,56,29162.56"
"M,52,31162.56"
"XXS,47,34149.86"
"XXXL,63,60167.64"
"XXXL,79,33177.8"
"XL,70,24165.1"
"XL,65,37157.48"
"S,52,35167.64"
"XXS,52,37162.56"
"M,58,35165.1"
"S,52,31157.48"
"XL,61,30154.94"
"S,56,30165.1"
"M,55,27170.18"
"XXS,52,31165.1"
"L,54,31172.72"
"M,60,28170.18"
"S,49,37170.18"
"L,61,40167.64"
"XXXL,68,32170.18"
"XL,61,25162.56"
"M,61,29165.1"
"L,58,31157.48"
"L,65,30170.18"
"S,51,29162.56"
"L,58,33152.4"
"L,61,37185.42"
"XXXL,95,29170.18"
"XXXL,77,31172.72"
"S,56,30167.64"
"XXS,49,36157.48"
"XL,60,41162.56"
"XXXL,65,25180.34"
"M,54,29154.94"
"XL,59,53157.48"
"S,52,29162.56"
"S,49,26170.18"
"XXXL,81,30172.72"
"S,52,31162.56"
"M,56,37170.18"
"S,58,34157.48"
"S,65,36180.34"
"XL,83,22167.64"
"XXXL,72,30162.56"
"XL,58,37157.48"
"XL,68,29175.26"
"S,54,29160.02"
"XXXL,83,35167.64"
"XL,73,45154.94"
"XL,72,39172.72"
"XL,58,38157.48"
"L,58,33167.64"
"XXXL,84,30177.8"
"L,58,37167.64"
"M,61,27177.8"
"XXS,58,31162.56"
"M,61,28170.18"
"S,53,36165.1"
"M,56,35165.1"
"M,57,29162.56"
"L,66,34175.26"
"S,51,38157.48"
"XL,76,28175.26"
"XXXL,86,33167.64"
"XL,67,33170.18"
"XXS,53,29175.26"
"XL,68,36162.56"
"XXXL,64,61162.56"
"XL,65,26170.18"
"XXS,52,26167.64"
"M,63,29167.64"
"L,58,35157.48"
"M,58,45167.64"
"L,65,33160.02"
"S,58,32162.56"
"L,70,21175.26"
"L,63,27162.56"
"XL,70,27167.64"
"XL,61,32170.18"
"S,61,26162.56"
"L,56,165.1"
"M,56,31160.02"
"XXS,49,31172.72"
"XXXL,61,31157.48"
"XXS,44,33152.4"
"L,60,25165.1"
"M,56,28157.48"
"M,64,58165.1"
"S,48,35157.48"
"S,54,26160.02"
"S,54,36167.64"
"M,57,26167.64"
"XXXL,77,51170.18"
"S,56,32175.26"
"M,62,32167.64"
"M,61,29162.56"
"L,65,30170.18"
"S,54,30157.48"
"L,59,26162.56"
"M,64,28172.72"
"M,57,31172.72"
"L,61,34165.1"
"S,56,28157.48"
"XL,64,32167.64"
"XXS,49,38162.56"
"M,61,26157.48"
"XXXL,81,31167.64"
"M,54,35157.48"
"XL,61,32167.64"
"M,61,28162.56"
"XXXL,65,37160.02"
"M,58,30165.1"
"XXXL,74,30162.56"
"S,55,31167.64"
"S,54,32177.8"
"S,49,38160.02"
"M,58,27162.56"
"L,58,35160.02"
"S,48,46160.02"
"XXXL,52,25167.64"
"XL,74,22177.8"
"L,61,38172.72"
"S,72,34162.56"
"M,63,32172.72"
"S,56,22162.56"
"XL,70,39165.1"
"M,58,38170.18"
"M,56,57170.18"
"M,56,36170.18"
"S,54,25165.1"
"XXXL,77,51165.1"
"XXXL,77,35160.02"
"L,61,37170.18"
"S,49,22152.4"
"M,54,45162.56"
"S,53,19160.02"
"S,56,38172.72"
"XL,61,25165.1"
"S,56,29170.18"
"L,65,34165.1"
"S,58,22165.1"
"XXXL,65,36157.48"
"L,63,40162.56"
"S,57,39167.64"
"XXXL,68,36175.26"
"L,61,30162.56"
"M,56,31157.48"
"M,58,30157.48"
"M,54,42170.18"
"M,58,27160.02"
"XXXL,77,37170.18"
"XXXL,99,44175.26"
"S,58,33165.1"
"XL,61,30177.8"
"L,72,24172.72"
"XXS,47,31152.4"
"XXXL,86,29167.64"
"XXXL,74,40167.64"
"XXXL,72,38175.26"
"XXXL,74,40175.26"
"XL,65,30175.26"
"XXS,49,33170.18"
"M,58,37177.8"
"S,53,30160.02"
"M,54,25165.1"
"XXXL,83,29182.88"
"XXXL,74,32165.1"
"XXXL,63,27165.1"
"XL,65,28157.48"
"S,45,30162.56"
"M,56,35162.56"
"XL,65,42167.64"
"S,49,31157.48"
"M,58,36162.56"
"XXXL,90,47160.02"
"S,56,28170.18"
"M,57,40160.02"
"M,65,24170.18"
"L,58,31167.64"
"S,58,32167.64"
"XL,61,43157.48"
"S,56,29160.02"
"XXS,47,35154.94"
"S,48,40157.48"
"M,63,28172.72"
"XL,70,29167.64"
"M,54,47162.56"
"XXXL,77,51157.48"
"S,54,31154.94"
"XXS,54,29165.1"
"M,58,23154.94"
"L,62,34170.18"
"XXXL,64,31157.48"
"M,58,28170.18"
"XXS,45,25170.18"
"XXS,48,35157.48"
"L,55,28160.02"
"S,54,29154.94"
"XL,61,36162.56"
"L,90,33172.72"
"L,57,27170.18"
"S,56,39165.1"
"XXXL,102,27170.18"
"XXXL,70,58170.18"
"XL,68,28177.8"
"M,61,46165.1"
"L,65,38162.56"
"M,58,27157.48"
"XXXL,70,28162.56"
"XXXL,79,29157.48"
"L,68,34162.56"
"S,49,24167.64"
"XL,58,36157.48"
"XL,68,32180.34"
"L,58,33162.56"
"XL,78,33177.8"
"M,55,24170.18"
"M,59,34162.56"
"S,56,21160.02"
"S,60,26157.48"
"L,58,30157.48"
"S,58,30175.26"
"XXXL,77,41167.64"
"L,63,32170.18"
"M,56,33162.56"
"M,65,26160.02"
"M,57,26162.56"
"XXS,43,34147.32"
"S,56,26154.94"
"M,53,53160.02"
"L,64,37167.64"
"XXXL,90,32165.1"
"M,61,25160.02"
"XXXL,72,58157.48"
"XXXL,81,31167.64"
"M,54,25160.02"
"XXXL,92,38157.48"
"XXS,48,38167.64"
"XL,70,36165.1"
"XXS,52,32152.4"
"M,52,33157.48"
"M,56,37175.26"
"XXXL,74,31160.02"
"S,56,31162.56"
"XXXL,61,43165.1"
"M,58,38167.64"
"XXS,54,23162.56"
"S,56,31157.48"
"XL,56,26165.1"
"L,63,35170.18"
"S,57,30162.56"
"S,61,27177.8"
"M,61,31172.72"
"XL,63,52165.1"
"XL,63,35160.02"
"XXS,40,19160.02"
"XXXL,70,48175.26"
"XXXL,70,33167.64"
"XXXL,68,30170.18"
"L,63,30165.1"
"XXS,46,36149.86"
"S,56,38170.18"
"XL,61,48170.18"
"XL,61,30170.18"
"XXS,54,47162.56"
"XL,65,28165.1"
"S,58,30165.1"
"L,65,29172.72"
"L,58,29165.1"
"M,65,29165.1"
"S,55,29160.02"
"XL,68,31165.1"
"XL,70,31177.8"
"L,63,28167.64"
"M,56,29172.72"
"S,60,37167.64"
"S,52,28162.56"
"M,61,33165.1"
"XXS,45,29147.32"
"XXXL,79,36175.26"
"XL,72,23185.42"
"S,47,40152.4"
"M,68,26177.8"
"XL,61,31162.56"
"S,58,23172.72"
"L,64,29167.64"
"XL,63,37170.18"
"M,55,29154.94"
"M,58,37170.18"
"M,58,30160.02"
"M,61,30170.18"
"XL,58,39157.48"
"XXXL,86,37167.64"
"M,55,33167.64"
"L,54,47160.02"
"S,52,35167.64"
"M,58,30165.1"
"XL,68,27167.64"
"S,53,37157.48"
"XL,61,30165.1"
"XXXL,79,33175.26"
"M,57,37160.02"
"M,67,26170.18"
"S,56,32165.1"
"XL,58,32152.4"
"XXXL,72,32167.64"
"M,68,31172.72"
"XXXL,70,41170.18"
"XXXL,70,32170.18"
"XL,68,30157.48"
"M,54,25162.56"
"M,54,38172.72"
"XXS,54,27175.26"
"L,56,22165.1"
"M,59,28"
"XXS,52,25160.02"
"XL,57,34162.56"
"XL,54,29167.64"
"M,53,32170.18"
"M,63,28160.02"
"XL,71,28172.72"
"L,74,23180.34"
"XXXL,77,36175.26"
"M,61,30175.26"
"S,52,44167.64"
"XL,65,53177.8"
"XL,65,47170.18"
"M,61,34175.26"
"M,58,31170.18"
"XXXL,72,28160.02"
"M,56,35165.1"
"M,65,27167.64"
"XXXL,95,33165.1"
"XXXL,79,39167.64"
"XXXL,58,31167.64"
"S,54,20177.8"
"M,55,40165.1"
"XL,56,28165.1"
"XXXL,86,27"
"XL,65,24157.48"
"M,61,33160.02"
"XXXL,86,49172.72"
"M,61,43170.18"
"XL,57,45160.02"
"XL,68,49162.56"
"S,50,57162.56"
"S,58,30160.02"
"XL,64,28175.26"
"L,65,31175.26"
"M,46,42154.94"
"XL,65,31175.26"
"M,56,25154.94"
"XL,65,29165.1"
"XXXL,96,56165.1"
"S,54,38154.94"
"XXXL,67,46165.1"
"XL,68,29157.48"
"M,63,36170.18"
"L,62,32172.72"
"L,58,46162.56"
"M,59,33167.64"
"XXS,52,29162.56"
"XL,74,31162.56"
"XL,68,42165.1"
"M,58,30167.64"
"XXXL,65,34162.56"
"XXXL,56,35162.56"
"XXXL,108,29160.02"
"XXS,45,49162.56"
"M,54,35157.48"
"XXS,54,32157.48"
"L,75,35160.02"
"S,62,30170.18"
"XXS,52,25172.72"
"S,53,27154.94"
"XL,63,29160.02"
"XXXL,73,28180.34"
"S,52,37152.4"
"XL,72,28160.02"
"M,56,26167.64"
"S,56,27160.02"
"M,53,34162.56"
"L,61,34157.48"
"XXXL,86,39170.18"
"M,56,55167.64"
"XL,77,31170.18"
"M,61,30160.02"
"L,62,34167.64"
"M,58,32167.64"
"XL,63,26170.18"
"XXS,47,30160.02"
"XXS,45,29160.02"
"XL,68,31170.18"
"XXXL,83,36165.1"
"S,49,33152.4"
"XL,63,44167.64"
"XXS,54,51162.56"
"XXXL,97,34167.64"
"M,63,29172.72"
"M,56,35167.64"
"M,55,38170.18"
"M,52,33157.48"
"XXXL,72,35167.64"
"S,61,30170.18"
"XL,63,34157.48"
"M,56,31160.02"
"M,56,32160.02"
"XXS,43,19160.02"
"XL,72,32177.8"
"L,58,28167.64"
"XL,64,32172.72"
"L,68,28172.72"
"M,61,42165.1"
"S,58,32162.56"
"XL,70,31165.1"
"M,58,26157.48"
"XXXL,68,31167.64"
"XL,72,36167.64"
"XL,56,24165.1"
"S,52,28170.18"
"L,60,37160.02"
"S,54,22165.1"
"XL,72,30162.56"
"L,65,30165.1"
"S,50,31154.94"
"M,74,27154.94"
"XXXL,83,35170.18"
"XXXL,71,42170.18"
"L,60,62157.48"
"L,63,29157.48"
"M,58,46175.26"
"XXXL,86,32170.18"
"M,54,23157.48"
"XXXL,70,29162.56"
"S,49,24160.02"
"XXXL,70,36175.26"
"S,51,29157.48"
"L,65,33167.64"
"S,52,38152.4"
"XXXL,63,33160.02"
"L,54,32147.32"
"XXXL,77,46167.64"
"XXXL,74,32162.56"
"XL,64,40162.56"
"M,54,33167.64"
"L,58,30160.02"
"S,58,27167.64"
"S,54,37157.48"
"S,55,34167.64"
"XL,65,28172.72"
"L,61,27162.56"
"XL,68,35152.4"
"XL,61,36165.1"
"M,57,53170.18"
"M,68,34175.26"
"XXXL,70,36170.18"
"S,51,28154.94"
"S,48,43157.48"
"L,58,31167.64"
"M,61,34160.02"
"M,59,32170.18"
"S,58,30167.64"
"S,56,24167.64"
"XXS,53,28157.48"
"L,61,48165.1"
"XXXL,79,51162.56"
"S,58,34165.1"
"S,56,37162.56"
"XXXL,81,38175.26"
"M,58,33165.1"
"M,56,70170.18"
"L,68,26165.1"
"S,54,30170.18"
"M,81,28167.64"
"XL,52,30157.48"
"XXXL,63,35167.64"
"S,46,19160.02"
"XXS,53,21170.18"
"M,58,39162.56"
"XL,65,24167.64"
"S,54,40162.56"
"S,49,61157.48"
"M,65,39157.48"
"L,56,51165.1"
"XXS,49,27154.94"
"L,65,35165.1"
"M,61,42177.8"
"XXXL,83,25177.8"
"XXS,49,27170.18"
"XXS,51,33160.02"
"S,60,25165.1"
"L,62,49170.18"
"S,58,26172.72"
"M,58,28165.1"
"XXXL,72,27170.18"
"S,52,29170.18"
"XXXL,89,54170.18"
"M,61,31167.64"
"XL,56,35157.48"
"XXXL,88,24162.56"
"XXXL,65,46162.56"
"S,54,40162.56"
"M,58,33170.18"
"XXXL,72,46172.72"
"XXXL,74,30165.1"
"L,61,32170.18"
"L,63,33175.26"
"XL,65,27160.02"
"XXS,49,21152.4"
"XXXL,83,41172.72"
"S,56,31170.18"
"S,54,28170.18"
"S,58,22170.18"
"M,61,30165.1"
